,tmsp,country,amount,success,PSP,3D_secured,card,time_diff_cum
6546,1/7/2019 9:41,Germany,291,0,UK_Card,0,Master,553190
6547,1/7/2019 9:42,Germany,50,0,Moneycard,0,Visa,553275
6548,1/7/2019 9:43,Germany,50,0,Goldcard,0,Visa,553313
6549,1/7/2019 9:43,Germany,50,0,UK_Card,0,Visa,553364
6550,1/7/2019 9:45,Germany,216,0,Simplecard,0,Master,553480
6551,1/7/2019 9:47,Germany,324,1,Moneycard,0,Master,553607
6552,1/7/2019 9:50,Germany,333,0,UK_Card,0,Master,553733
6553,1/7/2019 9:50,Germany,333,0,Goldcard,0,Master,553762
6554,1/7/2019 9:51,Germany,333,0,Goldcard,0,Master,553806
6555,1/7/2019 9:51,Germany,333,0,UK_Card,0,Master,553839
6556,1/7/2019 9:53,Switzerland,226,1,Simplecard,0,Diners,553925
6557,1/7/2019 9:57,Germany,226,0,UK_Card,0,Master,554165
6558,1/7/2019 9:57,Germany,226,0,UK_Card,0,Master,554198
6559,1/7/2019 9:58,Germany,226,0,UK_Card,0,Master,554245
6560,1/7/2019 9:59,Germany,226,0,UK_Card,0,Master,554283
6561,1/7/2019 10:00,Germany,162,0,UK_Card,0,Visa,554386
6562,1/7/2019 10:03,Germany,124,0,UK_Card,0,Master,554521
6563,1/7/2019 10:03,Germany,124,0,UK_Card,0,Master,554522
6564,1/7/2019 10:04,Germany,124,0,Goldcard,0,Master,554571
6565,1/7/2019 10:04,Germany,124,1,Simplecard,0,Master,554580
6566,1/7/2019 10:05,Germany,189,1,Goldcard,1,Diners,554654
6567,1/7/2019 10:06,Switzerland,339,0,Goldcard,1,Master,554717
6568,1/7/2019 10:06,Switzerland,339,0,UK_Card,1,Master,554743
6569,1/7/2019 10:07,Switzerland,339,0,Goldcard,1,Master,554763
6570,1/7/2019 10:07,Switzerland,339,0,Moneycard,1,Master,554771
6571,1/7/2019 10:09,Austria,263,0,Simplecard,0,Visa,554889
6572,1/7/2019 10:11,Switzerland,125,0,Goldcard,0,Master,555018
6573,1/7/2019 10:12,Switzerland,164,1,Goldcard,0,Visa,555079
6574,1/7/2019 10:14,Switzerland,148,1,Simplecard,0,Visa,555180
6575,1/7/2019 10:17,Germany,132,1,Simplecard,0,Diners,555381
6576,1/7/2019 10:19,Switzerland,50,0,UK_Card,0,Master,555511
6577,1/7/2019 10:20,Switzerland,50,1,UK_Card,0,Master,555556
6578,1/7/2019 10:21,Switzerland,105,0,Moneycard,1,Master,555624
6579,1/7/2019 10:22,Switzerland,105,0,Moneycard,1,Master,555653
6580,1/7/2019 10:25,Germany,38,0,Goldcard,0,Visa,555842
6581,1/7/2019 10:25,Germany,38,1,Simplecard,0,Visa,555879
6582,1/7/2019 10:27,Germany,248,0,Simplecard,0,Master,555996
6583,1/7/2019 10:29,Germany,189,0,Simplecard,0,Master,556110
6584,1/7/2019 10:29,Germany,189,0,Moneycard,0,Master,556119
6585,1/7/2019 10:31,Switzerland,167,0,Goldcard,0,Master,556204
6586,1/7/2019 10:31,Switzerland,167,0,UK_Card,0,Master,556245
6587,1/7/2019 10:32,Switzerland,167,0,UK_Card,0,Master,556282
6588,1/7/2019 10:32,Switzerland,167,0,UK_Card,0,Master,556297
6589,1/7/2019 10:32,Switzerland,167,0,UK_Card,0,Master,556307
6590,1/7/2019 10:33,Switzerland,167,0,UK_Card,0,Master,556313
6591,1/7/2019 10:34,Germany,82,0,UK_Card,0,Master,556386
6592,1/7/2019 10:35,Germany,82,0,UK_Card,0,Master,556433
6593,1/7/2019 10:35,Germany,82,0,UK_Card,0,Master,556458
6594,1/7/2019 10:36,Germany,82,0,Moneycard,0,Master,556508
6595,1/7/2019 10:36,Germany,82,0,Moneycard,0,Master,556538
6596,1/7/2019 10:37,Germany,82,1,UK_Card,0,Master,556567
6597,1/7/2019 10:39,Germany,288,1,Goldcard,0,Diners,556710
6598,1/7/2019 10:44,Austria,247,0,UK_Card,1,Diners,556989
6599,1/7/2019 10:45,Austria,247,0,UK_Card,1,Diners,557032
6600,1/7/2019 10:47,Austria,201,0,UK_Card,0,Master,557200
6601,1/7/2019 10:49,Germany,135,0,UK_Card,0,Master,557279
6602,1/7/2019 10:50,Austria,274,0,UK_Card,0,Visa,557344
6603,1/7/2019 10:53,Germany,364,0,UK_Card,1,Master,557525
6604,1/7/2019 10:53,Germany,364,0,UK_Card,1,Master,557535
6605,1/7/2019 10:57,Switzerland,178,1,UK_Card,1,Visa,557793
6606,1/7/2019 11:00,Germany,171,0,Moneycard,0,Master,557970
6607,1/7/2019 11:00,Germany,171,0,UK_Card,0,Master,557970
6608,1/7/2019 11:02,Germany,72,0,UK_Card,0,Visa,558050
6609,1/7/2019 11:02,Germany,72,0,UK_Card,0,Visa,558095
6610,1/7/2019 11:02,Germany,72,0,Simplecard,0,Visa,558106
6611,1/7/2019 11:03,Germany,72,0,UK_Card,0,Visa,558132
6612,1/7/2019 11:05,Switzerland,49,0,UK_Card,1,Master,558269
6613,1/7/2019 11:07,Switzerland,88,0,UK_Card,0,Visa,558385
6614,1/7/2019 11:07,Switzerland,88,0,Moneycard,0,Visa,558399
6615,1/7/2019 11:09,Austria,135,1,Simplecard,0,Diners,558491
6616,1/7/2019 11:13,Germany,317,0,Simplecard,0,Master,558730
6617,1/7/2019 11:13,Germany,317,0,UK_Card,0,Master,558746
6618,1/7/2019 11:14,Germany,317,0,Simplecard,0,Master,558783
6619,1/7/2019 11:14,Germany,317,0,UK_Card,0,Master,558821
6620,1/7/2019 11:15,Austria,330,0,Simplecard,0,Master,558883
6621,1/7/2019 11:18,Austria,205,0,UK_Card,0,Visa,559010
6622,1/7/2019 11:18,Austria,205,0,Moneycard,0,Visa,559053
6623,1/7/2019 11:23,Germany,180,0,Simplecard,0,Master,559328
6624,1/7/2019 11:24,Germany,180,0,UK_Card,0,Master,559374
6625,1/7/2019 11:24,Germany,180,1,Simplecard,0,Master,559375
6626,1/7/2019 11:27,Germany,69,0,UK_Card,1,Visa,559589
6627,1/7/2019 11:28,Austria,297,0,UK_Card,0,Visa,559668
6628,1/7/2019 11:29,Austria,297,0,Simplecard,0,Visa,559710
6629,1/7/2019 11:30,Austria,297,0,UK_Card,0,Visa,559733
6630,1/7/2019 11:31,Switzerland,130,0,UK_Card,0,Master,559800
6631,1/7/2019 11:31,Switzerland,130,0,Simplecard,0,Master,559826
6632,1/7/2019 11:33,Germany,341,0,UK_Card,0,Visa,559937
6633,1/7/2019 11:33,Germany,341,1,UK_Card,0,Visa,559962
6634,1/7/2019 11:38,Switzerland,360,0,UK_Card,0,Visa,560233
6635,1/7/2019 11:39,Germany,142,0,Goldcard,0,Master,560316
6636,1/7/2019 11:40,Germany,142,0,UK_Card,0,Master,560373
6637,1/7/2019 11:42,Austria,273,1,UK_Card,0,Master,560487
6638,1/7/2019 11:47,Austria,285,0,UK_Card,0,Visa,560758
6639,1/7/2019 11:47,Austria,285,0,Moneycard,0,Visa,560799
6640,1/7/2019 11:49,Germany,248,0,Simplecard,0,Master,560878
6641,1/7/2019 11:50,Germany,244,1,UK_Card,0,Diners,560952
6642,1/7/2019 11:55,Germany,156,1,Simplecard,0,Master,561277
6643,1/7/2019 11:59,Germany,201,0,Simplecard,1,Master,561470
6644,1/7/2019 11:59,Germany,201,0,UK_Card,1,Master,561513
6645,1/7/2019 12:00,Germany,201,0,UK_Card,1,Master,561552
6646,1/7/2019 12:02,Germany,329,0,UK_Card,0,Diners,561692
6647,1/7/2019 12:06,Germany,212,0,UK_Card,0,Master,561911
6648,1/7/2019 12:06,Germany,212,0,UK_Card,0,Master,561946
6649,1/7/2019 12:08,Germany,202,0,UK_Card,0,Master,562034
6650,1/7/2019 12:11,Germany,12,1,Simplecard,1,Master,562221
6651,1/7/2019 12:15,Switzerland,97,1,UK_Card,1,Diners,562442
6652,1/7/2019 12:17,Austria,122,0,UK_Card,0,Diners,562593
6653,1/7/2019 12:18,Germany,171,0,UK_Card,0,Master,562654
6654,1/7/2019 12:19,Germany,171,1,UK_Card,0,Master,562675
6655,1/7/2019 12:20,Switzerland,339,0,UK_Card,0,Master,562765
6656,1/7/2019 12:21,Switzerland,339,0,UK_Card,0,Master,562797
6657,1/7/2019 12:22,Germany,116,0,Simplecard,0,Diners,562864
6658,1/7/2019 12:23,Germany,116,0,Simplecard,0,Diners,562917
6659,1/7/2019 12:23,Germany,116,0,UK_Card,0,Diners,562958
6660,1/7/2019 12:23,Germany,116,1,UK_Card,0,Diners,562966
6661,1/7/2019 12:26,Germany,275,0,Moneycard,0,Diners,563108
6662,1/7/2019 12:28,Austria,303,0,UK_Card,0,Master,563242
6663,1/7/2019 12:29,Austria,303,0,UK_Card,0,Master,563289
6664,1/7/2019 12:31,Austria,98,0,UK_Card,1,Visa,563403
6665,1/7/2019 12:31,Austria,98,0,Simplecard,1,Visa,563416
6666,1/7/2019 12:32,Austria,80,0,Moneycard,0,Visa,563486
6667,1/7/2019 12:33,Switzerland,216,0,UK_Card,0,Diners,563557
6668,1/7/2019 12:39,Germany,43,0,UK_Card,0,Diners,563880
6669,1/7/2019 12:40,Germany,43,0,UK_Card,0,Diners,563931
6670,1/7/2019 12:40,Germany,43,0,UK_Card,0,Diners,563946
6671,1/7/2019 12:42,Germany,275,1,Moneycard,0,Diners,564103
6672,1/7/2019 12:46,Germany,244,0,Simplecard,1,Master,564296
6673,1/7/2019 12:46,Germany,244,1,Simplecard,1,Master,564346
6674,1/7/2019 12:49,Germany,140,0,UK_Card,0,Master,564494
6675,1/7/2019 12:51,Austria,175,0,UK_Card,0,Diners,564602
6676,1/7/2019 12:56,Germany,252,0,UK_Card,0,Visa,564911
6677,1/7/2019 12:58,Switzerland,187,0,UK_Card,0,Master,565012
6678,1/7/2019 12:58,Switzerland,187,1,UK_Card,0,Master,565023
6679,1/7/2019 13:00,Germany,255,1,Simplecard,1,Visa,565149
6680,1/7/2019 13:01,Austria,100,0,Simplecard,1,Master,565217
6681,1/7/2019 13:02,Germany,279,1,UK_Card,1,Master,565289
6682,1/7/2019 13:03,Switzerland,122,0,UK_Card,0,Visa,565361
6683,1/7/2019 13:09,Germany,196,0,UK_Card,0,Master,565700
6684,1/7/2019 13:10,Germany,196,0,UK_Card,0,Master,565746
6685,1/7/2019 13:10,Germany,196,0,UK_Card,0,Master,565753
6686,1/7/2019 13:10,Germany,196,0,Simplecard,0,Master,565767
6687,1/7/2019 13:11,Switzerland,56,0,UK_Card,0,Master,565831
6688,1/7/2019 13:12,Switzerland,56,0,Moneycard,0,Master,565862
6689,1/7/2019 13:13,Switzerland,56,0,UK_Card,0,Master,565922
6690,1/7/2019 13:15,Germany,286,0,Simplecard,0,Master,566082
6691,1/7/2019 13:17,Germany,135,0,Simplecard,0,Diners,566194
6692,1/7/2019 13:18,Germany,135,0,UK_Card,0,Diners,566229
6693,1/7/2019 13:20,Germany,146,0,UK_Card,0,Master,566360
6694,1/7/2019 13:22,Austria,173,1,UK_Card,0,Diners,566478
6695,1/7/2019 13:27,Austria,390,0,UK_Card,0,Master,566806
6696,1/7/2019 13:28,Austria,390,0,Simplecard,0,Master,566838
6697,1/7/2019 13:28,Austria,390,1,Simplecard,0,Master,566865
6698,1/7/2019 13:30,Germany,276,0,UK_Card,0,Master,566955
6699,1/7/2019 13:32,Germany,259,0,Simplecard,0,Diners,567063
6700,1/7/2019 13:32,Germany,259,0,UK_Card,0,Diners,567068
6701,1/7/2019 13:32,Germany,259,1,Simplecard,0,Diners,567097
6702,1/7/2019 13:36,Germany,203,0,UK_Card,1,Visa,567329
6703,1/7/2019 13:36,Germany,203,0,UK_Card,1,Visa,567345
6704,1/7/2019 13:42,Germany,289,0,Simplecard,0,Diners,567678
6705,1/7/2019 13:42,Germany,289,0,UK_Card,0,Diners,567696
6706,1/7/2019 13:44,Germany,134,1,Moneycard,0,Diners,567774
6707,1/7/2019 13:48,Germany,163,0,UK_Card,1,Visa,568050
6708,1/7/2019 13:49,Germany,163,0,Goldcard,1,Visa,568103
6709,1/7/2019 13:50,Germany,163,0,UK_Card,1,Visa,568139
6710,1/7/2019 13:50,Germany,163,0,UK_Card,1,Visa,568159
6711,1/7/2019 13:51,Germany,163,0,UK_Card,1,Visa,568202
6712,1/7/2019 13:53,Germany,208,0,Moneycard,0,Visa,568321
6713,1/7/2019 13:53,Germany,208,0,UK_Card,0,Visa,568341
6714,1/7/2019 13:53,Germany,208,0,UK_Card,0,Visa,568354
6715,1/7/2019 13:56,Switzerland,254,1,UK_Card,0,Visa,568534
6716,1/7/2019 13:58,Germany,160,0,UK_Card,0,Master,568641
6717,1/7/2019 13:58,Germany,160,0,Simplecard,0,Master,568663
6718,1/7/2019 13:59,Germany,160,0,UK_Card,0,Master,568721
6719,1/7/2019 14:00,Germany,160,0,UK_Card,0,Master,568766
6720,1/7/2019 14:00,Germany,160,0,Simplecard,0,Master,568782
6721,1/7/2019 14:01,Germany,160,0,UK_Card,0,Master,568840
6722,1/7/2019 14:02,Germany,160,0,UK_Card,0,Master,568861
6723,1/7/2019 14:05,Switzerland,81,1,Moneycard,0,Master,569047
6724,1/7/2019 14:07,Germany,162,0,Moneycard,0,Visa,569164
6725,1/7/2019 14:08,Austria,139,0,UK_Card,1,Master,569256
6726,1/7/2019 14:09,Austria,139,1,UK_Card,1,Master,569307
6727,1/7/2019 14:12,Germany,226,0,UK_Card,1,Visa,569455
6728,1/7/2019 14:12,Germany,226,0,UK_Card,1,Visa,569490
6729,1/7/2019 14:13,Switzerland,123,1,UK_Card,0,Visa,569559
6730,1/7/2019 14:15,Switzerland,191,1,Moneycard,0,Master,569677
6731,1/7/2019 14:18,Austria,193,0,Simplecard,0,Master,569855
6732,1/7/2019 14:18,Austria,193,1,Goldcard,0,Master,569868
6733,1/7/2019 14:22,Germany,113,0,UK_Card,0,Master,570061
6734,1/7/2019 14:22,Germany,113,1,Moneycard,0,Master,570063
6735,1/7/2019 14:29,Germany,236,0,Moneycard,0,Master,570488
6736,1/7/2019 14:32,Germany,174,0,UK_Card,0,Master,570684
6737,1/7/2019 14:33,Germany,174,0,UK_Card,0,Master,570743
6738,1/7/2019 14:33,Germany,174,0,Moneycard,0,Master,570763
6739,1/7/2019 14:34,Germany,174,0,Goldcard,0,Master,570777
6740,1/7/2019 14:34,Germany,174,0,UK_Card,0,Master,570819
6741,1/7/2019 14:34,Germany,174,0,UK_Card,0,Master,570823
6742,1/7/2019 14:35,Germany,174,0,Simplecard,0,Master,570871
6743,1/7/2019 14:35,Germany,174,0,UK_Card,0,Master,570880
6744,1/7/2019 14:41,Germany,370,0,Simplecard,0,Master,571193
6745,1/7/2019 14:44,Austria,217,0,Simplecard,1,Master,571391
6746,1/7/2019 14:46,Austria,101,1,UK_Card,0,Master,571539
6747,1/7/2019 14:48,Germany,84,1,UK_Card,0,Master,571625
6748,1/7/2019 14:50,Germany,136,0,UK_Card,0,Master,571735
6749,1/7/2019 14:50,Germany,136,0,UK_Card,0,Master,571756
6750,1/7/2019 14:50,Germany,136,0,Moneycard,0,Master,571776
6751,1/7/2019 14:52,Germany,142,0,UK_Card,1,Master,571851
6752,1/7/2019 14:52,Germany,142,1,Moneycard,1,Master,571886
6753,1/7/2019 14:53,Austria,261,0,UK_Card,1,Master,571957
6754,1/7/2019 14:54,Austria,261,0,UK_Card,1,Master,572011
6755,1/7/2019 14:55,Austria,261,0,UK_Card,1,Master,572034
6756,1/7/2019 14:56,Germany,420,0,UK_Card,0,Visa,572113
6757,1/7/2019 14:56,Germany,420,0,UK_Card,0,Visa,572142
6758,1/7/2019 15:00,Austria,157,0,UK_Card,0,Diners,572381
6759,1/7/2019 15:01,Austria,157,1,Moneycard,0,Diners,572418
6760,1/7/2019 15:03,Germany,202,0,UK_Card,1,Diners,572564
6761,1/7/2019 15:04,Germany,202,0,UK_Card,1,Diners,572594
6762,1/7/2019 15:09,Switzerland,57,1,Simplecard,0,Master,572885
6763,1/7/2019 15:10,Germany,143,0,Simplecard,0,Visa,572971
6764,1/7/2019 15:11,Germany,143,1,UK_Card,0,Visa,573024
6765,1/7/2019 15:13,Germany,126,0,UK_Card,0,Diners,573142
6766,1/7/2019 15:14,Germany,126,0,Simplecard,0,Diners,573188
6767,1/7/2019 15:15,Germany,126,1,UK_Card,0,Diners,573238
6768,1/7/2019 15:16,Germany,143,0,UK_Card,0,Master,573303
6769,1/7/2019 15:17,Germany,143,0,UK_Card,0,Master,573353
6770,1/7/2019 15:17,Germany,143,0,Moneycard,0,Master,573374
6771,1/7/2019 15:17,Germany,143,1,Moneycard,0,Master,573400
6772,1/7/2019 15:19,Switzerland,35,0,UK_Card,0,Master,573497
6773,1/7/2019 15:19,Switzerland,35,1,Simplecard,0,Master,573518
6774,1/7/2019 15:21,Germany,259,0,Simplecard,1,Diners,573591
6775,1/7/2019 15:21,Germany,259,1,Simplecard,1,Diners,573613
6776,1/7/2019 15:24,Germany,194,0,UK_Card,0,Visa,573800
6777,1/7/2019 15:28,Austria,165,1,UK_Card,0,Visa,574018
6778,1/7/2019 15:29,Germany,104,1,UK_Card,0,Master,574108
6779,1/7/2019 15:31,Germany,67,0,UK_Card,0,Master,574201
6780,1/7/2019 15:31,Germany,67,0,UK_Card,0,Master,574206
6781,1/7/2019 15:31,Germany,67,1,Simplecard,0,Master,574236
6782,1/7/2019 15:34,Germany,128,1,Simplecard,0,Diners,574378
6783,1/7/2019 15:36,Germany,164,0,Simplecard,0,Master,574504
6784,1/7/2019 15:38,Germany,239,0,Moneycard,0,Diners,574647
6785,1/7/2019 15:39,Germany,239,1,Simplecard,0,Diners,574676
6786,1/7/2019 15:40,Germany,196,0,Moneycard,0,Master,574750
6787,1/7/2019 15:40,Germany,196,0,UK_Card,0,Master,574773
6788,1/7/2019 15:42,Germany,184,0,UK_Card,1,Visa,574852
6789,1/7/2019 15:42,Germany,184,0,Simplecard,1,Visa,574865
6790,1/7/2019 15:42,Germany,184,1,Simplecard,1,Visa,574871
6791,1/7/2019 15:47,Austria,180,0,Simplecard,0,Master,575160
6792,1/7/2019 15:49,Germany,232,0,Simplecard,0,Visa,575272
6793,1/7/2019 15:49,Germany,232,1,UK_Card,0,Visa,575293
6794,1/7/2019 15:51,Austria,205,0,UK_Card,0,Master,575412
6795,1/7/2019 15:52,Germany,49,0,Simplecard,1,Master,575476
6796,1/7/2019 15:54,Switzerland,122,1,UK_Card,0,Master,575593
6797,1/7/2019 15:55,Switzerland,54,0,UK_Card,1,Diners,575684
6798,1/7/2019 15:57,Germany,179,1,Simplecard,0,Master,575774
6799,1/7/2019 15:58,Germany,179,0,UK_Card,0,Visa,575841
6800,1/7/2019 16:00,Austria,233,1,UK_Card,0,Master,575975
6801,1/7/2019 16:01,Switzerland,254,0,Simplecard,0,Diners,576045
6802,1/7/2019 16:01,Switzerland,254,0,UK_Card,0,Diners,576045
6803,1/7/2019 16:03,Germany,253,0,UK_Card,0,Diners,576163
6804,1/7/2019 16:03,Germany,253,0,UK_Card,0,Diners,576164
6805,1/7/2019 16:04,Germany,253,0,UK_Card,0,Diners,576192
6806,1/7/2019 16:04,Germany,253,1,Simplecard,0,Diners,576209
6807,1/7/2019 16:06,Germany,207,0,Simplecard,0,Visa,576303
6808,1/7/2019 16:07,Germany,214,0,UK_Card,0,Diners,576370
6809,1/7/2019 16:07,Germany,214,0,UK_Card,0,Diners,576384
6810,1/7/2019 16:08,Germany,51,0,UK_Card,1,Diners,576454
6811,1/7/2019 16:13,Austria,183,0,UK_Card,0,Master,576739
6812,1/7/2019 16:14,Switzerland,352,0,UK_Card,0,Master,576813
6813,1/7/2019 16:15,Switzerland,352,0,UK_Card,0,Master,576837
6814,1/7/2019 16:15,Switzerland,352,0,Moneycard,0,Master,576858
6815,1/7/2019 16:16,Germany,212,0,Moneycard,0,Visa,576939
6816,1/7/2019 16:17,Germany,212,0,UK_Card,0,Visa,576978
6817,1/7/2019 16:19,Germany,404,0,Goldcard,0,Visa,577087
6818,1/7/2019 16:19,Germany,404,0,Moneycard,0,Visa,577093
6819,1/7/2019 16:19,Germany,404,0,UK_Card,0,Visa,577097
6820,1/7/2019 16:19,Germany,404,0,Moneycard,0,Visa,577119
6821,1/7/2019 16:20,Germany,404,0,UK_Card,0,Visa,577131
6822,1/7/2019 16:20,Germany,404,0,UK_Card,0,Visa,577187
6823,1/7/2019 16:21,Germany,404,0,Moneycard,0,Visa,577203
6824,1/7/2019 16:21,Germany,404,0,UK_Card,0,Visa,577233
6825,1/7/2019 16:22,Germany,404,0,UK_Card,0,Visa,577268
6826,1/7/2019 16:22,Germany,84,0,UK_Card,0,Master,577269
6827,1/7/2019 16:22,Switzerland,139,1,UK_Card,1,Master,577278
6828,1/7/2019 16:23,Germany,87,1,Moneycard,0,Diners,577342
6829,1/7/2019 16:27,Germany,129,0,Moneycard,0,Master,577577
6830,1/7/2019 16:30,Germany,278,1,Goldcard,0,Master,577787
6831,1/7/2019 16:33,Germany,97,1,UK_Card,0,Master,577923
6832,1/7/2019 16:34,Germany,149,1,UK_Card,0,Master,578003
6833,1/7/2019 16:37,Switzerland,129,0,Simplecard,0,Visa,578196
6834,1/7/2019 16:38,Switzerland,129,1,Simplecard,0,Visa,578247
6835,1/7/2019 16:39,Germany,281,0,Simplecard,0,Master,578320
6836,1/7/2019 16:43,Austria,44,0,Moneycard,1,Master,578526
6837,1/7/2019 16:44,Switzerland,319,0,UK_Card,0,Master,578616
6838,1/7/2019 16:50,Germany,101,1,Simplecard,1,Master,578974
6839,1/7/2019 16:52,Germany,76,1,Moneycard,0,Master,579074
6840,1/7/2019 16:53,Switzerland,175,1,Moneycard,0,Master,579145
6841,1/7/2019 16:54,Germany,264,0,UK_Card,0,Visa,579216
6842,1/7/2019 16:55,Germany,264,1,UK_Card,0,Visa,579238
6843,1/7/2019 17:01,Austria,11,0,UK_Card,0,Diners,579590
6844,1/7/2019 17:01,Austria,11,1,UK_Card,0,Diners,579647
6845,1/7/2019 17:05,Austria,274,0,UK_Card,1,Visa,579873
6846,1/7/2019 17:06,Austria,274,0,UK_Card,1,Visa,579908
6847,1/7/2019 17:07,Austria,274,0,UK_Card,1,Visa,579950
6848,1/7/2019 17:08,Germany,141,0,Goldcard,0,Diners,580041
6849,1/7/2019 17:10,Switzerland,47,0,UK_Card,0,Master,580184
6850,1/7/2019 17:10,Switzerland,47,1,UK_Card,0,Master,580184
6851,1/7/2019 17:12,Germany,186,0,Moneycard,0,Master,580272
6852,1/7/2019 17:13,Germany,186,1,UK_Card,0,Master,580328
6853,1/7/2019 17:14,Germany,206,0,Moneycard,1,Master,580420
6854,1/7/2019 17:16,Germany,273,0,Simplecard,0,Master,580544
6855,1/7/2019 17:17,Germany,273,0,UK_Card,0,Master,580569
6856,1/7/2019 17:18,Germany,57,0,Simplecard,0,Master,580659
6857,1/7/2019 17:19,Germany,57,1,Simplecard,0,Master,580704
6858,1/7/2019 17:20,Germany,106,1,Moneycard,0,Diners,580771
6859,1/7/2019 17:21,Germany,175,0,UK_Card,0,Diners,580847
6860,1/7/2019 17:22,Germany,175,0,UK_Card,0,Diners,580886
6861,1/7/2019 17:24,Germany,122,1,Moneycard,0,Master,580978
6862,1/7/2019 17:26,Germany,104,1,UK_Card,0,Visa,581142
6863,1/7/2019 17:31,Germany,240,0,Moneycard,1,Master,581429
6864,1/7/2019 17:33,Switzerland,130,1,UK_Card,1,Visa,581548
6865,1/7/2019 17:35,Germany,130,1,UK_Card,0,Master,581670
6866,1/7/2019 17:36,Germany,282,0,Moneycard,0,Diners,581742
6867,1/7/2019 17:37,Germany,282,1,UK_Card,0,Diners,581766
6868,1/7/2019 17:39,Germany,148,1,UK_Card,0,Master,581898
6869,1/7/2019 17:43,Germany,210,0,UK_Card,0,Diners,582121
6870,1/7/2019 17:47,Germany,24,0,Simplecard,1,Visa,582383
6871,1/7/2019 17:47,Germany,24,1,Moneycard,1,Visa,582400
6872,1/7/2019 17:48,Austria,216,0,UK_Card,0,Master,582462
6873,1/7/2019 17:49,Austria,216,0,UK_Card,0,Master,582485
6874,1/7/2019 17:49,Austria,216,0,UK_Card,0,Master,582514
6875,1/7/2019 17:50,Austria,216,0,UK_Card,0,Master,582540
6876,1/7/2019 17:50,Austria,216,0,UK_Card,0,Master,582550
6877,1/7/2019 17:51,Austria,216,0,Moneycard,0,Master,582594
6878,1/7/2019 17:51,Austria,216,0,UK_Card,0,Master,582646
6879,1/7/2019 17:52,Austria,216,1,UK_Card,0,Master,582684
6880,1/7/2019 17:53,Germany,149,0,Goldcard,0,Diners,582754
6881,1/7/2019 17:55,Germany,193,0,UK_Card,0,Diners,582866
6882,1/7/2019 17:57,Germany,143,0,Moneycard,0,Visa,582985
6883,1/7/2019 17:57,Germany,143,0,UK_Card,0,Visa,582998
6884,1/7/2019 17:59,Switzerland,49,0,UK_Card,1,Master,583126
6885,1/7/2019 18:01,Austria,319,0,UK_Card,0,Diners,583246
6886,1/7/2019 18:02,Austria,319,0,UK_Card,0,Diners,583259
6887,1/7/2019 18:02,Austria,319,1,Simplecard,0,Diners,583295
6888,1/7/2019 18:04,Switzerland,158,0,UK_Card,0,Visa,583419
6889,1/7/2019 18:05,Switzerland,158,0,Moneycard,0,Visa,583476
6890,1/7/2019 18:06,Switzerland,158,0,UK_Card,0,Visa,583506
6891,1/7/2019 18:06,Switzerland,158,0,UK_Card,0,Visa,583523
6892,1/7/2019 18:07,Germany,202,0,Goldcard,0,Diners,583599
6893,1/7/2019 18:08,Germany,202,0,Moneycard,0,Diners,583631
6894,1/7/2019 18:10,Germany,24,0,Simplecard,0,Visa,583749
6895,1/7/2019 18:11,Germany,190,0,Simplecard,0,Master,583831
6896,1/7/2019 18:12,Germany,190,0,UK_Card,0,Master,583856
6897,1/7/2019 18:12,Germany,190,0,UK_Card,0,Master,583887
6898,1/7/2019 18:14,Germany,136,0,Simplecard,0,Master,583980
6899,1/7/2019 18:15,Germany,136,1,Simplecard,0,Master,584039
6900,1/7/2019 18:19,Germany,162,0,UK_Card,1,Master,584296
6901,1/7/2019 18:20,Germany,162,0,Simplecard,1,Master,584343
6902,1/7/2019 18:20,Germany,162,0,Moneycard,1,Master,584388
6903,1/7/2019 18:21,Germany,162,0,UK_Card,1,Master,584394
6904,1/7/2019 18:21,Germany,162,0,Simplecard,1,Master,584420
6905,1/7/2019 18:21,Germany,162,0,UK_Card,1,Master,584447
6906,1/7/2019 18:22,Germany,162,0,UK_Card,1,Master,584459
6907,1/7/2019 18:23,Germany,196,1,UK_Card,0,Master,584562
6908,1/7/2019 18:25,Switzerland,266,0,Moneycard,0,Visa,584655
6909,1/7/2019 18:25,Switzerland,266,0,UK_Card,0,Visa,584668
6910,1/7/2019 18:26,Switzerland,266,0,UK_Card,0,Visa,584718
6911,1/7/2019 18:27,Switzerland,160,1,Simplecard,0,Master,584808
6912,1/7/2019 18:30,Austria,277,0,Simplecard,0,Visa,584968
6913,1/7/2019 18:32,Switzerland,265,0,Moneycard,0,Visa,585053
6914,1/7/2019 18:39,Germany,132,0,Simplecard,0,Master,585484
6915,1/7/2019 18:39,Germany,132,1,UK_Card,0,Master,585507
6916,1/7/2019 18:40,Germany,65,0,UK_Card,0,Diners,585578
6917,1/7/2019 18:41,Germany,65,0,UK_Card,0,Diners,585621
6918,1/7/2019 18:42,Germany,154,1,Moneycard,0,Master,585700
6919,1/7/2019 18:45,Germany,195,1,Moneycard,0,Master,585849
6920,1/7/2019 18:48,Austria,152,0,UK_Card,1,Master,586062
6921,1/7/2019 18:49,Austria,152,0,Goldcard,1,Master,586074
6922,1/7/2019 18:50,Austria,152,1,UK_Card,1,Master,586134
6923,1/7/2019 18:52,Germany,260,0,Moneycard,0,Master,586271
6924,1/7/2019 18:52,Germany,260,0,Simplecard,0,Master,586272
